0.0032085,0.6
-0.0017223,0.074996
0.01385,0.044134
0.0027137,0.006047
0.012276,0.037654
0.0028928,-0.01217
0.0025549,-0.046032
0.039944,-0.0032187
0.092727,0.11824
0.15342,0.15394
0.23171,0.1633
0.33515,0.27705
0.42796,0.38021
0.52659,0.45124
0.56691,0.54587
0.59812,0.53158
0.58099,0.50838
0.57882,0.49714
0.5855,0.50494
0.57985,0.51091
0.59991,0.4697
0.60675,0.55834
0.58856,0.52166
0.5678,0.55573
0.49163,0.48288
0.38275,0.31959
0.28665,0.27814
0.21536,0.16796
0.17066,0.12218
0.19991,0.16135
0.25629,0.17719
0.30819,0.23006
0.39932,0.34691
0.43945,0.34735
0.48685,0.37661
0.505,0.48419
0.5246,0.49927
0.54498,0.51993
0.53183,0.49329
0.54043,0.47955
0.52236,0.50545
0.50562,0.50515
0.47671,0.41637
0.47311,0.48104
0.46832,0.37278
0.45839,0.35615
0.44726,0.37588
0.46411,0.39321
0.45744,0.42058
0.40945,0.3911
0.35954,0.30544
0.32793,0.32142
0.3003,0.29332
0.37006,0.28176
0.45822,0.41232
0.57795,0.53591
0.69982,0.5829
0.77531,0.66194
0.80624,0.74114
0.79745,0.77795
0.70925,0.63479
0.61412,0.54505
0.54047,0.50276
0.48566,0.43108
0.49847,0.41608
0.53815,0.43466
0.59293,0.46804
0.63986,0.61494
0.63855,0.58471
0.6124,0.55784
0.53843,0.49665
0.44596,0.38257
0.37084,0.35097
0.32878,0.33388
0.33506,0.25259
0.39798,0.35452
0.4824,0.42633
0.5361,0.48055
0.55715,0.49345
0.5464,0.49836
0.50857,0.42356
0.45614,0.42226
0.40942,0.3756
0.37151,0.32406
0.35423,0.33045
0.35947,0.30469
0.38859,0.32713
0.40989,0.37423
0.41311,0.35487
0.38841,0.2997
0.36779,0.27608
0.36102,0.29282
0.33678,0.35475
0.32799,0.36678
0.37332,0.33333
0.38486,0.29457
0.4039,0.35273
0.41262,0.38607
0.41315,0.44633
0.42469,0.43616
0.38728,0.34142
0.40351,0.32101
0.42246,0.35527
0.47126,0.37856
0.53538,0.50604
0.63203,0.54352
0.69548,0.60539
0.71277,0.60451
0.72846,0.66301
0.68664,0.58792
0.60285,0.56286
0.51523,0.43854
0.44113,0.40511
0.36972,0.32176
0.35067,0.33489
0.32255,0.26963
0.34265,0.27938
0.37366,0.29677
0.41734,0.35967
0.45945,0.38855
0.51213,0.43192
0.56201,0.52081
0.61533,0.58314
0.67303,0.58621
0.72496,0.69597
0.75068,0.69557
0.73702,0.71107
0.72698,0.62249
0.67715,0.58884
0.65379,0.60999
0.56778,0.53526
0.50476,0.49778
0.43162,0.40531
0.39329,0.36606
0.37229,0.32486
0.32751,0.27803
0.33593,0.31589
0.3003,0.27745
0.30818,0.2732
0.34211,0.31605
0.35605,0.29388
0.38917,0.3105
0.46418,0.42224
0.49965,0.4505
0.55447,0.43587
0.59483,0.49708
0.63394,0.49683
0.62198,0.56781
0.58635,0.53985
0.52036,0.47486
0.41164,0.39133
0.33575,0.28771
0.27872,0.23749
0.25885,0.23231
0.29543,0.29171
0.38821,0.35621
0.47151,0.41119
0.57323,0.53336
0.65176,0.57335
0.6488,0.55861
0.62068,0.57963
0.5491,0.5067
0.46733,0.39154
0.40259,0.32844
0.35924,0.29829
0.35823,0.34353
0.37038,0.34873
0.41903,0.37176
0.45757,0.39787
0.48649,0.43476
0.52449,0.50358
0.51654,0.48618
0.52334,0.4512
0.51703,0.45322
0.52418,0.48072
0.49702,0.43433
0.4945,0.47279
0.48633,0.44689
0.46275,0.45793
0.42456,0.37828
0.37648,0.32691
0.33033,0.35692
0.29564,0.22496
0.28958,0.23165
0.33202,0.31385
0.34782,0.34861
0.42072,0.33627
0.46616,0.43108
0.50257,0.46931
0.50139,0.48794
0.50686,0.47747
0.48635,0.44754
0.47344,0.39928
0.44897,0.43821
0.47599,0.44677
0.493,0.41128
0.5251,0.48052
0.57028,0.4821
0.60158,0.48978
0.63623,0.54486
