0.0032085,0
-0.0017223,0
0.01385,0.25135
0.0027137,0.25439
0.012276,0.26062
0.0028928,0.25674
0.0025549,0.25996
0.039944,0.25534
0.092727,0.2606
0.15342,0.28742
0.23171,0.32413
0.33515,0.36828
0.42796,0.42612
0.52659,0.49724
0.56691,0.56756
0.59812,0.6349
0.58099,0.67436
0.57882,0.69754
0.5855,0.6952
0.57985,0.69443
0.59991,0.6967
0.60675,0.69755
0.58856,0.70885
0.5678,0.71289
0.49163,0.70191
0.38275,0.67681
0.28665,0.61523
0.21536,0.53095
0.17066,0.45556
0.19991,0.40219
0.25629,0.37833
0.30819,0.39923
0.39932,0.4371
0.43945,0.4807
0.48685,0.53779
0.505,0.57386
0.5246,0.60697
0.54498,0.62591
0.53183,0.64309
0.54043,0.65546
0.52236,0.6533
0.50562,0.65433
0.47671,0.64305
0.47311,0.6275
0.46832,0.60874
0.45839,0.60192
0.44726,0.59653
0.46411,0.58874
0.45744,0.58406
0.40945,0.59052
0.35954,0.58132
0.32793,0.54795
0.3003,0.51186
0.37006,0.48583
0.45822,0.47859
0.57795,0.52569
0.69982,0.59486
0.77531,0.68605
0.80624,0.78079
0.79745,0.85379
0.70925,0.89721
0.61412,0.89956
0.54047,0.84233
0.48566,0.75766
0.49847,0.68007
0.53815,0.63051
0.59293,0.63009
0.63986,0.65804
0.63855,0.69943
0.6124,0.73415
0.53843,0.74027
0.44596,0.7181
0.37084,0.66017
0.32878,0.58615
0.33506,0.52501
0.39798,0.49359
0.4824,0.50128
0.5361,0.54654
0.55715,0.60427
0.5464,0.64575
0.50857,0.66439
0.45614,0.65814
0.40942,0.62972
0.37151,0.58943
0.35423,0.55139
0.35947,0.52242
0.38859,0.50955
0.40989,0.51448
0.41311,0.53301
0.38841,0.5472
0.36779,0.54759
0.36102,0.53221
0.33678,0.5182
0.32799,0.50886
0.37332,0.49394
0.38486,0.4941
0.4039,0.51851
0.41262,0.5309
0.41315,0.54377
0.42469,0.55044
0.38728,0.55363
0.40351,0.55438
0.42246,0.53824
0.47126,0.54631
0.53538,0.56453
0.63203,0.60192
0.69548,0.65611
0.71277,0.72683
0.72846,0.78145
0.68664,0.81109
0.60285,0.82395
0.51523,0.79562
0.44113,0.72944
0.36972,0.65141
0.35067,0.58131
0.32255,0.52675
0.34265,0.50295
0.37366,0.48812
0.41734,0.50063
0.45945,0.52453
0.51213,0.55645
0.56201,0.591
0.61533,0.63165
0.67303,0.67371
0.72496,0.71978
0.75068,0.76984
0.73702,0.81633
0.72698,0.84469
0.67715,0.8481
0.65379,0.83706
0.56778,0.80395
0.50476,0.76598
0.43162,0.69949
0.39329,0.63557
0.37229,0.57615
0.32751,0.54074
0.33593,0.51689
0.3003,0.49177
0.30818,0.4868
0.34211,0.46945
0.35605,0.4761
0.38917,0.49605
0.46418,0.51081
0.49965,0.54087
0.55447,0.58868
0.59483,0.6238
0.63394,0.66501
0.62198,0.70132
0.58635,0.72926
0.52036,0.72651
0.41164,0.69792
0.33575,0.63992
0.27872,0.55859
0.25885,0.49454
0.29543,0.45238
0.38821,0.44225
0.47151,0.47325
0.57323,0.53603
0.65176,0.60254
0.6488,0.67813
0.62068,0.73557
0.5491,0.7471
0.46733,0.7261
0.40259,0.67121
0.35924,0.60453
0.35823,0.54937
0.37038,0.51651
0.41903,0.51223
0.45757,0.52492
0.48649,0.55708
0.52449,0.58633
0.51654,0.61223
0.52334,0.63562
0.51703,0.63813
0.52418,0.6412
0.49702,0.63987
0.4945,0.63904
0.48633,0.62488
0.46275,0.619
0.42456,0.61001
0.37648,0.59046
0.33033,0.55992
0.29564,0.5229
0.28958,0.48811
0.33202,0.46451
0.34782,0.46464
0.42072,0.48825
0.46616,0.5103
0.50257,0.55686
0.50139,0.593
0.50686,0.6182
0.48635,0.62398
0.47344,0.62497
0.44897,0.61301
0.47599,0.60014
0.493,0.58911
0.5251,0.60284
0.57028,0.61908
0.60158,0.64555
0.63623,0.67918
